# BUSCO version is: 5.2.2 
# The lineage dataset is: actinopterygii_odb10 (Creation date: 2021-02-19, number of genomes: 26, number of BUSCOs: 3640)
# Busco id	Status	Sequence	Gene Start	Gene End	Strand	Score	Length	OrthoDB url	Description
29564at7898	Complete	NC_007135.7	6680666	6682855	+	1048.0	598	https://www.orthodb.org/v10?query=29564at7898	threonine synthase-like 1
29643at7898	Complete	NC_007127.7	15097853	15146866	+	931.8	674	https://www.orthodb.org/v10?query=29643at7898	mdm2-binding protein
29649at7898	Complete	NC_007129.7	45734649	45759578	-	1323.8	646	https://www.orthodb.org/v10?query=29649at7898	cleavage stimulation factor subunit 3
29650at7898	Duplicated	NC_007119.7	49987470	50035613	+	1141.6	592	https://www.orthodb.org/v10?query=29650at7898	glutamine--fructose-6-phosphate aminotransferase 
29650at7898	Duplicated	NC_007132.7	32394269	32435319	-	989.8	568	https://www.orthodb.org/v10?query=29650at7898	glutamine--fructose-6-phosphate aminotransferase 
29790at7898	Complete	NC_007115.7	20486815	20499427	+	1222.7	611	https://www.orthodb.org/v10?query=29790at7898	Integrator complex subunit 13
29849at7898	Complete	NC_007129.7	17516898	17529725	-	1088.5	611	https://www.orthodb.org/v10?query=29849at7898	Bardet-Biedl syndrome 2 protein
29897at7898	Complete	NC_007116.7	1965417	1989552	+	1115.3	587	https://www.orthodb.org/v10?query=29897at7898	putative ATP-dependent RNA helicase DHX33
30146at7898	Fragmented	NC_007125.7	97016	102018	+	898.3	476	https://www.orthodb.org/v10?query=30146at7898	DNA replication licensing factor MCM7
30172at7898	Complete	NC_007134.7	14772333	14803456	+	1162.3	731	https://www.orthodb.org/v10?query=30172at7898	exosome component 10
30194at7898	Complete	NC_007118.7	62321513	62438988	+	1083.8	558	https://www.orthodb.org/v10?query=30194at7898	stromal interaction molecule 2
30213at7898	Complete	NC_007118.7	38349795	38392039	+	960.1	559	https://www.orthodb.org/v10?query=30213at7898	rhophilin-2 isoform X1
30241at7898	Complete	NC_007134.7	2560004	2696673	+	729.0	460	https://www.orthodb.org/v10?query=30241at7898	gamma-glutamyltransferase 7
30247at7898	Complete	NC_007115.7	17245393	17251754	+	791.7	623	https://www.orthodb.org/v10?query=30247at7898	protein CASC1
30257at7898	Complete	NC_007120.7	43150789	43202089	-	1080.7	594	https://www.orthodb.org/v10?query=30257at7898	SEC14 domain and spectrin repeat-containing protein 1
30261at7898	Complete	NC_007116.7	13549733	13560371	+	466.6	342	https://www.orthodb.org/v10?query=30261at7898	cytoskeleton-associated protein 2-like
30282at7898	Complete	NC_007125.7	33050247	33068451	+	1140.7	763	https://www.orthodb.org/v10?query=30282at7898	testis-expressed protein 11
30311at7898	Complete	NC_007127.7	11786056	11789022	-	1222.9	838	https://www.orthodb.org/v10?query=30311at7898	toll-like receptor 13
30318at7898	Complete	NC_007119.7	47221150	47250797	+	1157.2	571	https://www.orthodb.org/v10?query=30318at7898	methylenetetrahydrofolate reductase
30391at7898	Complete	NC_007133.7	10592643	10603893	-	1135.9	580	https://www.orthodb.org/v10?query=30391at7898	Ubiquitin carboxyl-terminal hydrolase
30420at7898	Complete	NC_007117.7	55327911	55347615	-	1216.0	593	https://www.orthodb.org/v10?query=30420at7898	phosphorylated CTD-interacting factor 1
30503at7898	Complete	NC_007131.7	14928166	14940962	-	1104.1	596	https://www.orthodb.org/v10?query=30503at7898	methyltransferase-like protein 13
30568at7898	Missing
30615at7898	Complete	NC_007134.7	45869045	45884403	+	942.6	577	https://www.orthodb.org/v10?query=30615at7898	F-box/LRR-repeat protein 5
30668at7898	Complete	NC_007125.7	10981735	11069673	+	1315.9	628	https://www.orthodb.org/v10?query=30668at7898	ATP-binding cassette, sub-family B (MDR/TAP), member 7
30674at7898	Complete	NC_007127.7	32033705	32049634	+	866.2	539	https://www.orthodb.org/v10?query=30674at7898	transmembrane channel-like protein 4
30729at7898	Complete	NC_007131.7	34013051	34028293	-	959.8	563	https://www.orthodb.org/v10?query=30729at7898	SCY1-like, kinase-like 3
30773at7898	Complete	NC_007127.7	7705476	7730411	+	1188.5	594	https://www.orthodb.org/v10?query=30773at7898	CCR4-NOT transcription complex subunit 10 isoform X1
30794at7898	Complete	NC_007129.7	26863650	26891878	-	860.4	513	https://www.orthodb.org/v10?query=30794at7898	Zinc finger, CHY-type
30830at7898	Complete	NC_007119.7	53150974	53166974	-	961.3	665	https://www.orthodb.org/v10?query=30830at7898	rabenosyn-5
30838at7898	Complete	NC_007124.7	42602543	42617545	+	1087.6	583	https://www.orthodb.org/v10?query=30838at7898	MutL homolog 1, colon cancer, nonpolyposis type 2 (E. coli)
30911at7898	Complete	NC_007116.7	26248463	26260575	+	1153.4	658	https://www.orthodb.org/v10?query=30911at7898	N-acetylated-alpha-linked acidic dipeptidase-like protein
30966at7898	Complete	NC_007136.7	27873835	27912160	+	766.4	519	https://www.orthodb.org/v10?query=30966at7898	IQ and ubiquitin-like domain-containing protein
31061at7898	Complete	NC_007120.7	27876156	27899937	+	1119.3	580	https://www.orthodb.org/v10?query=31061at7898	armadillo repeat-containing protein 8
31070at7898	Complete	NC_007136.7	22636189	22638324	-	1059.4	595	https://www.orthodb.org/v10?query=31070at7898	immunoglobulin superfamily containing leucine-rich repeat protein 2
31074at7898	Complete	NC_007116.7	67474199	67499077	-	869.1	614	https://www.orthodb.org/v10?query=31074at7898	U3 small nucleolar RNA-associated protein 14 homolog A-like
31176at7898	Complete	NC_007128.7	50706767	50787526	+	1266.4	592	https://www.orthodb.org/v10?query=31176at7898	fermitin family homolog 2 isoform X1
31204at7898	Complete	NC_007127.7	33902154	33925427	+	1073.6	581	https://www.orthodb.org/v10?query=31204at7898	nucleolar GTP-binding protein 2
31210at7898	Complete	NC_007123.7	14217824	14309913	+	1000.2	548	https://www.orthodb.org/v10?query=31210at7898	protein MTO1 homolog, mitochondrial
31239at7898	Complete	NC_007127.7	41686453	41712673	-	992.9	657	https://www.orthodb.org/v10?query=31239at7898	Centrosomal protein 85
31260at7898	Complete	NC_007131.7	52586009	52722802	+	632.9	540	https://www.orthodb.org/v10?query=31260at7898	fibropellin-1-like isoform X1
31280at7898	Complete	NC_007126.7	33891998	33902569	-	1033.3	552	https://www.orthodb.org/v10?query=31280at7898	Myelin associated glycoprotein
31290at7898	Complete	NW_003337232.1	30041	32029	-	1161.0	584	https://www.orthodb.org/v10?query=31290at7898	Tripartite motif containing 32
31300at7898	Complete	NC_007128.7	43611851	43623299	-	756.6	497	https://www.orthodb.org/v10?query=31300at7898	rhotekin-2-like
31333at7898	Complete	NC_007135.7	16856008	16903556	-	922.3	569	https://www.orthodb.org/v10?query=31333at7898	methionine synthase reductase isoform X1
31377at7898	Complete	NC_007134.7	12361909	12412033	+	1127.7	533	https://www.orthodb.org/v10?query=31377at7898	GPI transamidase component PIG-T
31397at7898	Complete	NC_007132.7	170847	178028	+	914.2	456	https://www.orthodb.org/v10?query=31397at7898	kelch-like protein 8
31398at7898	Complete	NC_007113.7	34112952	34125769	+	1188.9	560	https://www.orthodb.org/v10?query=31398at7898	kelch-like protein 20
31458at7898	Complete	NC_007126.7	15479461	15510561	+	1040.8	548	https://www.orthodb.org/v10?query=31458at7898	serine/threonine-protein kinase Nek8
31462at7898	Complete	NC_007124.7	10621405	10647155	+	739.9	545	https://www.orthodb.org/v10?query=31462at7898	prolyl endopeptidase-like
31514at7898	Complete	NC_007119.7	53738782	53772846	-	1065.1	635
31542at7898	Complete	NC_007112.7	59314953	59324084	+	773.0	470	https://www.orthodb.org/v10?query=31542at7898	poly(A)-specific ribonuclease PARN
31544at7898	Complete	NC_007122.7	1095121	1131604	-	1067.7	523	https://www.orthodb.org/v10?query=31544at7898	Transporter
31581at7898	Complete	NC_007128.7	49313659	49339501	-	899.9	587
31670at7898	Complete	NC_007131.7	49895983	49928206	+	1189.5	587	https://www.orthodb.org/v10?query=31670at7898	integrator complex subunit 9
31675at7898	Complete	NC_007124.7	10927141	10944119	-	1118.8	577	https://www.orthodb.org/v10?query=31675at7898	ATP-binding cassette sub-family G member 8
31685at7898	Complete	NC_007124.7	2357960	2391835	+	1155.9	565	https://www.orthodb.org/v10?query=31685at7898	glutamate--cysteine ligase catalytic subunit
31714at7898	Complete	NC_007116.7	18828041	18897411	-	1073.5	535
31735at7898	Complete	NC_007112.7	49415348	49431742	+	1008.9	472	https://www.orthodb.org/v10?query=31735at7898	transcription initiation factor TFIID subunit 5
31756at7898	Complete	NC_007135.7	33803141	33832605	+	1263.5	646	https://www.orthodb.org/v10?query=31756at7898	autophagy-related protein 9B
31760at7898	Complete	NC_007117.7	56638690	56877365	-	1348.3	652	https://www.orthodb.org/v10?query=31760at7898	cadherin-22
31801at7898	Complete	NC_007114.7	46629809	46750732	+	1363.6	649	https://www.orthodb.org/v10?query=31801at7898	Phosphodiesterase
31814at7898	Complete	NC_007120.7	54237099	54274058	+	920.1	739	https://www.orthodb.org/v10?query=31814at7898	RNA-binding protein 27
31865at7898	Complete	NC_007132.7	25120612	25171709	+	1240.4	722	https://www.orthodb.org/v10?query=31865at7898	RNA helicase
31899at7898	Complete	NC_007126.7	439529	447875	+	890.9	476	https://www.orthodb.org/v10?query=31899at7898	mediator of RNA polymerase II transcription subunit 17
31960at7898	Missing
32014at7898	Missing
32046at7898	Complete	NC_007112.7	25783999	25798517	+	901.8	501	https://www.orthodb.org/v10?query=32046at7898	Guanylate cyclase 1 soluble subunit alpha 1
32087at7898	Complete	NC_007126.7	38223620	38295622	+	1073.7	566	https://www.orthodb.org/v10?query=32087at7898	stromal interaction molecule 1 isoform X1
32145at7898	Complete	NC_007128.7	40879403	40898857	+	970.3	515	https://www.orthodb.org/v10?query=32145at7898	Solute carrier family 4 (anion exchanger), member 1, adaptor protein
32215at7898	Complete	NC_007113.7	33927062	33949769	+	909.4	579	https://www.orthodb.org/v10?query=32215at7898	Kinesin-like protein
32216at7898	Complete	NC_007131.7	45776481	45807981	-	1072.7	570	https://www.orthodb.org/v10?query=32216at7898	fermitin family homolog 1
32227at7898	Complete	NC_007135.7	3537760	3625164	-	1116.9	599	https://www.orthodb.org/v10?query=32227at7898	Adenosine deaminase, RNA-specific, B2 (non-functional)
32233at7898	Complete	NC_007129.7	41819846	41838415	+	810.8	487	https://www.orthodb.org/v10?query=32233at7898	progesterone receptor
32287at7898	Complete	NC_007119.7	2322361	2406555	+	1010.2	645
32288at7898	Complete	NC_007115.7	4484796	4507607	-	1043.3	538	https://www.orthodb.org/v10?query=32288at7898	TBC1 domain family member 30 isoform X1
32384at7898	Complete	NC_007124.7	45607	214121	-	712.5	536	https://www.orthodb.org/v10?query=32384at7898	protein phosphatase 1 regulatory subunit 21
32448at7898	Complete	NC_007118.7	52933455	52949785	-	1126.4	571	https://www.orthodb.org/v10?query=32448at7898	Gamma-tubulin complex component
32498at7898	Complete	NC_007115.7	7851357	7868271	-	1017.1	669	https://www.orthodb.org/v10?query=32498at7898	Minichromosome maintenance 10 replication initiation factor
32518at7898	Complete	NC_007112.7	25802240	25841535	+	818.6	466
32570at7898	Complete	NC_007126.7	16739433	16872502	-	990.6	631	https://www.orthodb.org/v10?query=32570at7898	S-adenosyl-L-methionine-dependent tRNA 4-demethylwyosine synthase-like
32578at7898	Complete	NC_007116.7	2724403	2726736	-	930.4	624	https://www.orthodb.org/v10?query=32578at7898	FAST kinase domain-containing protein 5, mitochondrial
32648at7898	Complete	NC_007113.7	41835415	41850646	-	918.3	484	https://www.orthodb.org/v10?query=32648at7898	kelch-like ECH-associated protein 1
32659at7898	Complete	NC_007131.7	4051860	4053911	+	1288.9	613	https://www.orthodb.org/v10?query=32659at7898	exocyst complex component 8
32670at7898	Complete	NC_007118.7	26550003	26564375	+	973.4	573	https://www.orthodb.org/v10?query=32670at7898	Tyrosine kinase, non-receptor, 1
32703at7898	Complete	NC_007118.7	69415395	69423764	-	705.2	527	https://www.orthodb.org/v10?query=32703at7898	ataxin-1-like
32755at7898	Complete	NC_007117.7	126905	130848	-	1203.6	704	https://www.orthodb.org/v10?query=32755at7898	volume-regulated anion channel subunit LRRC8C-like
32760at7898	Complete	NC_007119.7	49622977	49701789	-	933.3	506	https://www.orthodb.org/v10?query=32760at7898	FERM domain-containing protein 3
32798at7898	Complete	NC_007122.7	42600900	42627775	+	1002.1	572	https://www.orthodb.org/v10?query=32798at7898	DCC-interacting protein 13-alpha
32800at7898	Complete	NC_007126.7	47833232	47839225	-	842.4	531	https://www.orthodb.org/v10?query=32800at7898	kelch repeat and BTB domain-containing protein 3
32845at7898	Complete	NC_007123.7	48683268	48697320	+	819.0	426
32851at7898	Complete	NC_007134.7	355325	367643	+	1047.3	613	https://www.orthodb.org/v10?query=32851at7898	AP-4 complex subunit beta-1
32881at7898	Complete	NC_007135.7	35881881	35906235	+	1153.2	541	https://www.orthodb.org/v10?query=32881at7898	kelch-like protein 14
32951at7898	Complete	NC_007118.7	57677633	57688683	+	1010.7	470
32979at7898	Complete	NC_007114.7	12557391	12585611	+	866.6	589	https://www.orthodb.org/v10?query=32979at7898	cyclin-F
33004at7898	Complete	NC_007123.7	28958518	28960446	+	911.2	502	https://www.orthodb.org/v10?query=33004at7898	zinc finger protein 668
33023at7898	Complete	NC_007114.7	35611674	35630250	+	849.0	552	https://www.orthodb.org/v10?query=33023at7898	TNF receptor-associated factor 7
33026at7898	Complete	NC_007117.7	6275819	6294059	-	952.7	541
33076at7898	Complete	NC_007113.7	17097317	17114227	-	987.4	524	https://www.orthodb.org/v10?query=33076at7898	ATP-dependent DNA helicase PIF1
33077at7898	Complete	NC_007119.7	41469239	41514627	-	764.9	696	https://www.orthodb.org/v10?query=33077at7898	Golgin A1
33091at7898	Complete	NC_007114.7	18447603	18498367	+	1186.2	572	https://www.orthodb.org/v10?query=33091at7898	TBC1 domain family member 16
33107at7898	Complete	NC_007116.7	18014962	18034755	+	1109.4	642	https://www.orthodb.org/v10?query=33107at7898	activating signal cointegrator 1 complex subunit 2
33187at7898	Complete	NC_007128.7	44115969	44190705	+	822.5	538	https://www.orthodb.org/v10?query=33187at7898	Transmembrane protein 260
33188at7898	Complete	NC_007127.7	22864826	22879040	+	838.9	462	https://www.orthodb.org/v10?query=33188at7898	FAD synthase isoform X1
33200at7898	Complete	NC_007135.7	25036412	25058922	+	852.6	466	https://www.orthodb.org/v10?query=33200at7898	myotubularin-related protein 6
33269at7898	Missing
33359at7898	Complete	NC_007117.7	40718174	40721764	-	923.6	512	https://www.orthodb.org/v10?query=33359at7898	kelch repeat and BTB domain-containing protein 12
33380at7898	Complete	NC_007131.7	25486205	25509882	+	1119.5	637	https://www.orthodb.org/v10?query=33380at7898	protein Hook homolog 1
33384at7898	Complete	NC_007121.7	11328256	11348132	-	988.5	656	https://www.orthodb.org/v10?query=33384at7898	Lin-54 DREAM MuvB core complex component
33399at7898	Complete	NC_007133.7	15646621	15693118	-	897.3	558	https://www.orthodb.org/v10?query=33399at7898	disintegrin and metalloproteinase domain-containing protein 10-like
33494at7898	Fragmented	NC_007125.7	166678	187106	+	710.9	402	https://www.orthodb.org/v10?query=33494at7898	WD repeat-containing protein 1
33507at7898	Complete	NC_007124.7	47821523	47839361	+	1064.5	796	https://www.orthodb.org/v10?query=33507at7898	zinc finger CCCH domain-containing protein 6
33517at7898	Complete	NC_007119.7	29749016	29764304	+	1011.1	559	https://www.orthodb.org/v10?query=33517at7898	mitogen-activated protein kinase 4
33530at7898	Complete	NC_007125.7	16094069	16123081	+	1032.9	609	https://www.orthodb.org/v10?query=33530at7898	MICOS complex subunit MIC60
33550at7898	Complete	NC_007128.7	24331060	24408020	-	791.7	517	https://www.orthodb.org/v10?query=33550at7898	WD repeat-containing and planar cell polarity effector protein fritz homolog
33648at7898	Complete	NC_007117.7	42934153	42949099	-	1097.9	535	https://www.orthodb.org/v10?query=33648at7898	ER degradation-enhancing alpha-mannosidase-like protein 1
33687at7898	Complete	NC_007128.7	5061293	5105694	+	1151.2	659
33723at7898	Complete	NC_007134.7	37062379	37083311	-	1063.3	510	https://www.orthodb.org/v10?query=33723at7898	integrator complex subunit 11
33728at7898	Complete	NC_007117.7	40045650	40058565	-	1143.0	595	https://www.orthodb.org/v10?query=33728at7898	urocanate hydratase
33730at7898	Complete	NC_007125.7	34046029	34059583	-	973.2	545	https://www.orthodb.org/v10?query=33730at7898	Tyrosine-protein kinase
33798at7898	Complete	NC_007124.7	24263139	24275875	+	996.2	545
33929at7898	Complete	NC_007116.7	9047601	9067751	+	942.0	534	https://www.orthodb.org/v10?query=33929at7898	Iduronidase, alpha-L-
33985at7898	Complete	NC_007135.7	33781835	33800229	-	1037.1	586	https://www.orthodb.org/v10?query=33985at7898	ATP-binding cassette, sub-family B (MDR/TAP), member 8
34012at7898	Complete	NC_007128.7	32391200	32423482	-	869.3	484	https://www.orthodb.org/v10?query=34012at7898	Grainyhead-like transcription factor 1
34019at7898	Complete	NC_007118.7	50376826	50395047	-	1015.8	549
34030at7898	Complete	NC_007114.7	30167439	30185590	-	1005.9	522	https://www.orthodb.org/v10?query=34030at7898	TBC1 domain family member 17
34052at7898	Complete	NC_007114.7	6445118	6477658	+	884.6	512	https://www.orthodb.org/v10?query=34052at7898	nuclear pore complex protein Nup85
34056at7898	Complete	NC_007131.7	1337033	1348818	+	829.1	583	https://www.orthodb.org/v10?query=34056at7898	TGF-beta-activated kinase 1 and MAP3K7-binding protein 2 isoform X1
34128at7898	Complete	NC_007123.7	6119800	6142206	+	1033.3	590	https://www.orthodb.org/v10?query=34128at7898	neutral ceramidase
34146at7898	Complete	NC_007113.7	35116891	35136738	+	1021.8	508	https://www.orthodb.org/v10?query=34146at7898	COP1, E3 ubiquitin ligase
34208at7898	Complete	NC_007126.7	17258468	17280138	+	1119.9	633	https://www.orthodb.org/v10?query=34208at7898	probable ATP-dependent RNA helicase DHX40
34290at7898	Complete	NC_007114.7	58137402	58153766	+	1079.0	513	https://www.orthodb.org/v10?query=34290at7898	kelch-like protein 20
34323at7898	Complete	NC_007119.7	18506336	18516083	-	805.2	542	https://www.orthodb.org/v10?query=34323at7898	protein FAM188B isoform X1
34341at7898	Complete	NC_007117.7	133518	136217	-	738.0	348
34366at7898	Complete	NC_007119.7	52780603	52825435	+	1079.5	825	https://www.orthodb.org/v10?query=34366at7898	adhesion G-protein coupled receptor D2
34384at7898	Complete	NC_007126.7	47386935	47419131	+	552.7	328	https://www.orthodb.org/v10?query=34384at7898	ClpB homolog, mitochondrial AAA ATPase chaperonin
34496at7898	Complete	NC_007114.7	18097939	18104672	+	989.8	497
34525at7898	Complete	NC_007123.7	17604005	17619403	+	1174.9	632	https://www.orthodb.org/v10?query=34525at7898	mismatch repair endonuclease PMS2
34587at7898	Complete	NC_007119.7	18044293	18190744	+	1006.5	763	https://www.orthodb.org/v10?query=34587at7898	zinc finger protein GLIS1
34646at7898	Complete	NC_007121.7	11767824	11788502	+	1083.9	523	https://www.orthodb.org/v10?query=34646at7898	peptidylprolyl isomerase domain and WD repeat-containing protein 1
34691at7898	Complete	NC_007127.7	4725828	4746488	+	706.5	528
34722at7898	Complete	NC_007116.7	11812095	11836634	+	962.6	482	https://www.orthodb.org/v10?query=34722at7898	F-box only protein 21 isoform X1
34736at7898	Complete	NC_007135.7	33400785	33427382	+	1138.6	731	https://www.orthodb.org/v10?query=34736at7898	uncharacterized protein si:ch73-173p19.1
34861at7898	Complete	NC_007121.7	252424	257039	+	681.6	516	https://www.orthodb.org/v10?query=34861at7898	Leucine rich repeat containing 32
34888at7898	Complete	NC_007123.7	22745626	22814969	+	925.9	515	https://www.orthodb.org/v10?query=34888at7898	actin-binding LIM protein 2 isoform X1
34939at7898	Complete	NC_007134.7	28077952	28090767	+	1129.4	585	https://www.orthodb.org/v10?query=34939at7898	Solute carrier family 26, member 10
34955at7898	Complete	NC_007130.7	27858951	27901999	+	1227.8	603
34972at7898	Duplicated	NC_007119.7	50985797	51027037	+	1191.2	577
34972at7898	Duplicated	NC_007136.7	20229856	20258509	-	1044.8	594
35012at7898	Duplicated	NC_007127.7	54516932	54520887	+	807.0	486	https://www.orthodb.org/v10?query=35012at7898	frizzled-6
35012at7898	Duplicated	NC_007128.7	8505346	8562497	-	695.2	442	https://www.orthodb.org/v10?query=35012at7898	frizzled-6
35012at7898	Duplicated	NC_007131.7	35220025	35243528	-	687.1	449	https://www.orthodb.org/v10?query=35012at7898	frizzled-6
35013at7898	Complete	NC_007113.7	36646532	36659014	+	914.1	512
35030at7898	Complete	NC_007117.7	21700202	21726492	-	970.8	527
35055at7898	Complete	NC_007127.7	4138329	4168290	+	793.8	466	https://www.orthodb.org/v10?query=35055at7898	metal regulatory transcription factor 1
35079at7898	Complete	NC_007131.7	33468492	33486895	-	1126.5	620
35132at7898	Complete	NC_007127.7	27661190	27676049	-	760.2	505	https://www.orthodb.org/v10?query=35132at7898	protein TBRG4
35145at7898	Complete	NC_007126.7	21263072	21275476	+	1003.8	538	https://www.orthodb.org/v10?query=35145at7898	glucuronokinase 1-like
35185at7898	Complete	NC_007135.7	11350719	11446087	-	1113.4	653	https://www.orthodb.org/v10?query=35185at7898	acyl-CoA dehydrogenase family member 11
35281at7898	Complete	NC_007119.7	51710724	51721561	+	968.5	511
35349at7898	Complete	NC_007124.7	25535347	25548730	-	889.4	514	https://www.orthodb.org/v10?query=35349at7898	mini-chromosome maintenance complex-binding protein
35350at7898	Complete	NC_007129.7	14906645	14917095	-	1095.0	534	https://www.orthodb.org/v10?query=35350at7898	Pannexin
35374at7898	Complete	NC_007134.7	24957007	24970422	+	835.7	536
35376at7898	Complete	NC_007126.7	39935899	39955977	-	978.9	655	https://www.orthodb.org/v10?query=35376at7898	mutS protein homolog 5
35445at7898	Complete	NC_007127.7	32749791	32755262	+	802.8	483	https://www.orthodb.org/v10?query=35445at7898	PR domain zinc finger protein 13
35448at7898	Complete	NC_007120.7	30013636	30054026	-	722.7	530	https://www.orthodb.org/v10?query=35448at7898	discoidin, CUB and LCCL domain-containing protein 2
35473at7898	Complete	NC_007112.7	21861707	21880700	-	976.4	515	https://www.orthodb.org/v10?query=35473at7898	maternal embryonic leucine zipper kinase
35501at7898	Complete	NC_007134.7	24274100	24291657	+	799.5	523	https://www.orthodb.org/v10?query=35501at7898	Chloride channel protein
35595at7898	Complete	NC_007132.7	35327452	35378202	+	994.0	536	https://www.orthodb.org/v10?query=35595at7898	Arginyl-tRNA synthetase
35610at7898	Complete	NC_007114.7	9588769	9625821	+	998.3	549	https://www.orthodb.org/v10?query=35610at7898	heat shock protein 75 kDa, mitochondrial
35654at7898	Complete	NC_007126.7	17079522	17095290	+	1052.0	514
35674at7898	Complete	NC_007125.7	2942199	2979851	-	988.0	706	https://www.orthodb.org/v10?query=35674at7898	protein bicaudal C homolog 1-B-like
35759at7898	Complete	NC_007120.7	34872906	34881228	-	763.5	460	https://www.orthodb.org/v10?query=35759at7898	Acetylserotonin O-methyltransferase-like
35771at7898	Complete	NC_007127.7	11992606	12006593	+	924.3	570	https://www.orthodb.org/v10?query=35771at7898	prolyl 3-hydroxylase 3
35792at7898	Complete	NC_007116.7	30537881	30584059	-	853.2	584	https://www.orthodb.org/v10?query=35792at7898	C2 domain-containing protein 2-like
35821at7898	Complete	NC_007119.7	26008172	26030707	+	1093.0	788	https://www.orthodb.org/v10?query=35821at7898	DNA repair protein complementing XP-C cells
35837at7898	Complete	NC_007125.7	4296423	4321677	-	1054.4	554	https://www.orthodb.org/v10?query=35837at7898	Translation factor GUF1, mitochondrial
35840at7898	Complete	NC_007133.7	25049790	25063797	+	746.8	529
35842at7898	Complete	NC_007118.7	34795125	34820817	+	1123.2	637	https://www.orthodb.org/v10?query=35842at7898	Epithelial splicing regulatory protein 2
35864at7898	Complete	NC_007121.7	11790883	11840325	-	928.6	486	https://www.orthodb.org/v10?query=35864at7898	Tripartite motif containing 23
35868at7898	Complete	NC_007124.7	27379690	27476783	-	685.0	450
35870at7898	Complete	NC_007120.7	9441583	9498562	+	873.6	600	https://www.orthodb.org/v10?query=35870at7898	protein MAATS1
35970at7898	Complete	NC_007122.7	40105737	40126613	-	562.5	414	https://www.orthodb.org/v10?query=35970at7898	Family with sequence similarity 83, member E
35980at7898	Duplicated	NC_007115.7	14106514	14119562	+	725.9	497	https://www.orthodb.org/v10?query=35980at7898	pseudouridylate synthase 7 homolog-like protein
35980at7898	Duplicated	NC_007115.7	14188596	14191973	-	840.5	509	https://www.orthodb.org/v10?query=35980at7898	pseudouridylate synthase 7 homolog-like protein
36016at7898	Complete	NC_007113.7	2772572	2790489	+	1068.5	563
36022at7898	Complete	NC_007119.7	53518259	53535152	-	1097.8	555	https://www.orthodb.org/v10?query=36022at7898	actin-related protein 8
36056at7898	Complete	NC_007134.7	31380716	31396343	-	544.8	623	https://www.orthodb.org/v10?query=36056at7898	lebercilin
36097at7898	Complete	NC_007124.7	1409902	1425539	-	950.9	690	https://www.orthodb.org/v10?query=36097at7898	E3 SUMO-protein ligase ZNF451 isoform X1
36114at7898	Complete	NC_007136.7	25438319	25447093	+	569.9	540	https://www.orthodb.org/v10?query=36114at7898	leucine-rich repeat-containing protein 56
36136at7898	Complete	NC_007131.7	13141446	13173776	+	765.7	479	https://www.orthodb.org/v10?query=36136at7898	denticleless protein homolog
36188at7898	Complete	NC_007123.7	14167000	14210966	-	818.4	527	https://www.orthodb.org/v10?query=36188at7898	late secretory pathway protein AVL9 homolog
36198at7898	Complete	NC_007117.7	49063590	49078172	-	951.7	521
36249at7898	Complete	NC_007112.7	23560467	23572821	+	1387.7	882	https://www.orthodb.org/v10?query=36249at7898	condensin complex subunit 3
36250at7898	Complete	NC_007131.7	41803758	41839252	+	1264.3	679
36305at7898	Complete	NC_007126.7	3456325	3534578	-	1116.4	559	https://www.orthodb.org/v10?query=36305at7898	conserved oligomeric Golgi complex subunit 6
36345at7898	Complete	NC_007123.7	13528063	13549490	-	956.5	547
36436at7898	Complete	NC_007130.7	31878907	31900819	-	892.2	447	https://www.orthodb.org/v10?query=36436at7898	Zinc finger and BTB domain containing 10
36447at7898	Complete	NC_007117.7	28915411	28934506	-	1111.9	578
36450at7898	Complete	NC_007131.7	47994743	48027525	-	1091.0	617	https://www.orthodb.org/v10?query=36450at7898	GRB2 associated, regulator of MAPK1-like
36496at7898	Complete	NC_007116.7	24532555	24542536	-	1069.4	529	https://www.orthodb.org/v10?query=36496at7898	tRNA (uracil-5-)-methyltransferase homolog A
36538at7898	Complete	NC_007127.7	249598	263651	-	917.3	478	https://www.orthodb.org/v10?query=36538at7898	Transporter
36541at7898	Complete	NC_007121.7	24710874	24721616	-	993.0	484	https://www.orthodb.org/v10?query=36541at7898	sphingomyelin phosphodiesterase
36551at7898	Complete	NC_007112.7	18780644	18803791	-	1015.3	526	https://www.orthodb.org/v10?query=36551at7898	phosphoglucomutase-2
36611at7898	Complete	NC_007134.7	39696111	39727343	+	1019.8	534	https://www.orthodb.org/v10?query=36611at7898	transmembrane and coiled-coil domain-containing protein 4
36633at7898	Complete	NC_007133.7	36877338	36899364	+	1124.5	590	https://www.orthodb.org/v10?query=36633at7898	methylcrotonoyl-CoA carboxylase subunit alpha, mitochondrial
36674at7898	Complete	NC_007123.7	18899596	18912692	+	912.0	493	https://www.orthodb.org/v10?query=36674at7898	X-ray repair cross-complementing protein 6
36692at7898	Complete	NC_007117.7	58698976	58728795	+	827.4	501	https://www.orthodb.org/v10?query=36692at7898	Immunoglobulin superfamily, member 8
36699at7898	Complete	NC_007134.7	1661766	1694009	+	810.0	472	https://www.orthodb.org/v10?query=36699at7898	syntaxin-binding protein 3
36701at7898	Complete	NC_007117.7	11397673	11414366	+	573.9	376
36704at7898	Complete	NC_007130.7	19400679	19407385	+	757.6	538	https://www.orthodb.org/v10?query=36704at7898	protein asteroid homolog 1
